Concessionaria;Data;Km;Trecho
VIA BAHIA;01/04/2010;520;BR-324/BA
VIA BAHIA;01/04/2010;523;BR-324/BA
VIA BAHIA;01/04/2010;538;BR-324/BA
VIA BAHIA;01/04/2010;538;BR-324/BA
VIA BAHIA;01/04/2010;558;BR-324/BA
VIA BAHIA;01/04/2010;560;BR-324/BA
VIA BAHIA;01/04/2010;590;BR-324/BA
VIA BAHIA;01/04/2010;593;BR-324/BA
VIA BAHIA;02/04/2010;524;BR-324/BA
VIA BAHIA;02/04/2010;539;BR-324/BA
VIA BAHIA;02/04/2010;561;BR-324/BA
VIA BAHIA;02/04/2010;619;BR-324/BA
VIA BAHIA;02/04/2010;625;BR-324/BA
VIA BAHIA;02/04/2010;625,0999755859375;BR-324/BA
VIA BAHIA;03/04/2010;530;BR-324/BA
VIA BAHIA;03/04/2010;537;BR-324/BA
VIA BAHIA;03/04/2010;582;BR-324/BA
VIA BAHIA;03/04/2010;599;BR-324/BA
VIA BAHIA;04/04/2010;541;BR-324/BA
VIA BAHIA;04/04/2010;541,4000244140625;BR-324/BA
VIA BAHIA;04/04/2010;554;BR-324/BA
VIA BAHIA;04/04/2010;557;BR-324/BA
VIA BAHIA;04/04/2010;565,9000244140625;BR-324/BA
VIA BAHIA;04/04/2010;568;BR-324/BA
VIA BAHIA;04/04/2010;570;BR-324/BA
VIA BAHIA;04/04/2010;594;BR-324/BA
VIA BAHIA;05/04/2010;560;BR-324/BA
VIA BAHIA;05/04/2010;560;BR-324/BA
VIA BAHIA;05/04/2010;574;BR-324/BA
VIA BAHIA;05/04/2010;580;BR-324/BA
VIA BAHIA;05/04/2010;582,0050048828125;BR-324/BA
VIA BAHIA;07/04/2010;523;BR-324/BA
VIA BAHIA;07/04/2010;526;BR-324/BA
VIA BAHIA;07/04/2010;607;BR-324/BA
VIA BAHIA;07/04/2010;611;BR-324/BA
VIA BAHIA;08/04/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;08/04/2010;583;BR-324/BA
VIA BAHIA;08/04/2010;603;BR-324/BA
VIA BAHIA;08/04/2010;608;BR-324/BA
VIA BAHIA;08/04/2010;623;BR-324/BA
VIA BAHIA;09/04/2010;435;BR-116/BA
VIA BAHIA;09/04/2010;470;BR-116/BA
VIA BAHIA;09/04/2010;478;BR-116/BA
VIA BAHIA;09/04/2010;528;BR-324/BA
VIA BAHIA;09/04/2010;532;BR-324/BA
VIA BAHIA;09/04/2010;602;BR-324/BA
VIA BAHIA;10/04/2010;531;BR-324/BA
VIA BAHIA;10/04/2010;610;BR-324/BA
VIA BAHIA;10/04/2010;615;BR-324/BA
VIA BAHIA;10/04/2010;617;BR-324/BA
VIA BAHIA;10/04/2010;618;BR-324/BA
VIA BAHIA;10/04/2010;620;BR-324/BA
VIA BAHIA;10/04/2010;620;BR-324/BA
VIA BAHIA;11/04/2010;435;BR-116/BA
VIA BAHIA;11/04/2010;504;BR-116/BA
VIA BAHIA;11/04/2010;545;BR-324/BA
VIA BAHIA;11/04/2010;562;BR-324/BA
VIA BAHIA;12/04/2010;2;BR-116/BA - ContSuFS
VIA BAHIA;12/04/2010;507,79998779296875;BR-116/BA
VIA BAHIA;12/04/2010;533;BR-324/BA
VIA BAHIA;12/04/2010;555;BR-324/BA
VIA BAHIA;12/04/2010;558;BR-324/BA
VIA BAHIA;12/04/2010;559;BR-324/BA
VIA BAHIA;12/04/2010;561;BR-324/BA
VIA BAHIA;12/04/2010;561,0999755859375;BR-324/BA
VIA BAHIA;12/04/2010;561,0999755859375;BR-324/BA
VIA BAHIA;12/04/2010;602,7000122070312;BR-324/BA
VIA BAHIA;12/04/2010;618;BR-324/BA
VIA BAHIA;13/04/2010;427;BR-116/BA
VIA BAHIA;13/04/2010;523;BR-324/BA
VIA BAHIA;13/04/2010;560;BR-324/BA
VIA BAHIA;13/04/2010;614;BR-324/BA
VIA BAHIA;14/04/2010;460;BR-116/BA
VIA BAHIA;14/04/2010;552;BR-116/BA
VIA BAHIA;14/04/2010;533;BR-324/BA
VIA BAHIA;14/04/2010;560;BR-324/BA
VIA BAHIA;15/04/2010;6;BR-116/BA - ContSuFS
VIA BAHIA;15/04/2010;448;BR-116/BA
VIA BAHIA;15/04/2010;450;BR-116/BA
VIA BAHIA;15/04/2010;576;BR-116/BA
VIA BAHIA;15/04/2010;521,4000244140625;BR-324/BA
VIA BAHIA;15/04/2010;524;BR-324/BA
VIA BAHIA;15/04/2010;533;BR-324/BA
VIA BAHIA;15/04/2010;554;BR-324/BA
VIA BAHIA;15/04/2010;562;BR-324/BA
VIA BAHIA;15/04/2010;607;BR-324/BA
VIA BAHIA;15/04/2010;618,7999877929688;BR-324/BA
VIA BAHIA;16/04/2010;522;BR-324/BA
VIA BAHIA;16/04/2010;522;BR-324/BA
VIA BAHIA;16/04/2010;543;BR-324/BA
VIA BAHIA;16/04/2010;581;BR-324/BA
VIA BAHIA;16/04/2010;606,4000244140625;BR-324/BA
VIA BAHIA;17/04/2010;5;BR-116/BA - ContSuFS
VIA BAHIA;17/04/2010;526;BR-116/BA
VIA BAHIA;17/04/2010;580;BR-116/BA
VIA BAHIA;17/04/2010;522;BR-324/BA
VIA BAHIA;17/04/2010;578;BR-324/BA
VIA BAHIA;17/04/2010;615,5;BR-324/BA
VIA BAHIA;17/04/2010;621,5999755859375;BR-324/BA
VIA BAHIA;18/04/2010;459;BR-116/BA
VIA BAHIA;18/04/2010;526;BR-116/BA
VIA BAHIA;18/04/2010;628;BR-116/BA
VIA BAHIA;18/04/2010;698;BR-116/BA
VIA BAHIA;18/04/2010;755;BR-116/BA
VIA BAHIA;18/04/2010;562;BR-324/BA
VIA BAHIA;18/04/2010;580;BR-324/BA
VIA BAHIA;18/04/2010;622;BR-324/BA
VIA BAHIA;19/04/2010;588;BR-116/BA
VIA BAHIA;19/04/2010;533;BR-324/BA
VIA BAHIA;19/04/2010;549,2999877929688;BR-324/BA
VIA BAHIA;19/04/2010;557;BR-324/BA
VIA BAHIA;19/04/2010;577;BR-324/BA
VIA BAHIA;19/04/2010;605;BR-324/BA
VIA BAHIA;19/04/2010;622;BR-324/BA
VIA BAHIA;20/04/2010;471;BR-116/BA
VIA BAHIA;20/04/2010;520;BR-324/BA
VIA BAHIA;20/04/2010;521;BR-324/BA
VIA BAHIA;20/04/2010;551;BR-324/BA
VIA BAHIA;21/04/2010;488,3999938964844;BR-116/BA
VIA BAHIA;21/04/2010;909,9000244140625;BR-116/BA
VIA BAHIA;21/04/2010;562;BR-324/BA
VIA BAHIA;21/04/2010;563,2000122070312;BR-324/BA
VIA BAHIA;21/04/2010;622;BR-324/BA
VIA BAHIA;22/04/2010;477;BR-116/BA
VIA BAHIA;22/04/2010;633,2999877929688;BR-116/BA
VIA BAHIA;22/04/2010;872;BR-116/BA
VIA BAHIA;22/04/2010;890,2999877929688;BR-116/BA
VIA BAHIA;22/04/2010;521;BR-324/BA
VIA BAHIA;22/04/2010;552;BR-324/BA
VIA BAHIA;22/04/2010;554;BR-324/BA
VIA BAHIA;22/04/2010;596;BR-324/BA
VIA BAHIA;22/04/2010;611;BR-324/BA
VIA BAHIA;22/04/2010;619;BR-324/BA
VIA BAHIA;23/04/2010;654,5;BR-116/BA
VIA BAHIA;23/04/2010;670;BR-116/BA
VIA BAHIA;23/04/2010;520;BR-324/BA
VIA BAHIA;23/04/2010;522;BR-324/BA
VIA BAHIA;23/04/2010;549;BR-324/BA
VIA BAHIA;23/04/2010;556;BR-324/BA
VIA BAHIA;23/04/2010;560;BR-324/BA
VIA BAHIA;23/04/2010;565;BR-324/BA
VIA BAHIA;23/04/2010;570,5;BR-324/BA
VIA BAHIA;24/04/2010;27;BR-116/BA - Cont VC
VIA BAHIA;24/04/2010;870;BR-116/BA
VIA BAHIA;24/04/2010;547;BR-324/BA
VIA BAHIA;24/04/2010;566;BR-324/BA
VIA BAHIA;24/04/2010;568;BR-324/BA
VIA BAHIA;24/04/2010;583;BR-324/BA
VIA BAHIA;24/04/2010;585;BR-324/BA
VIA BAHIA;24/04/2010;587;BR-324/BA
VIA BAHIA;24/04/2010;591;BR-324/BA
VIA BAHIA;24/04/2010;620;BR-324/BA
VIA BAHIA;25/04/2010;567;BR-116/BA
VIA BAHIA;25/04/2010;520,7999877929688;BR-324/BA
VIA BAHIA;25/04/2010;544;BR-324/BA
VIA BAHIA;25/04/2010;574;BR-324/BA
VIA BAHIA;25/04/2010;575;BR-324/BA
VIA BAHIA;25/04/2010;581;BR-324/BA
VIA BAHIA;26/04/2010;466;BR-116/BA
VIA BAHIA;26/04/2010;555;BR-324/BA
VIA BAHIA;26/04/2010;555;BR-324/BA
VIA BAHIA;26/04/2010;613;BR-324/BA
VIA BAHIA;27/04/2010;546;BR-324/BA
VIA BAHIA;27/04/2010;567;BR-324/BA
VIA BAHIA;27/04/2010;615;BR-324/BA
VIA BAHIA;27/04/2010;620;BR-324/BA
VIA BAHIA;28/04/2010;615;BR-116/BA
VIA BAHIA;28/04/2010;654,5;BR-116/BA
VIA BAHIA;28/04/2010;869,4000244140625;BR-116/BA
VIA BAHIA;28/04/2010;523;BR-324/BA
VIA BAHIA;28/04/2010;524;BR-324/BA
VIA BAHIA;28/04/2010;546;BR-324/BA
VIA BAHIA;28/04/2010;548,2000122070312;BR-324/BA
VIA BAHIA;28/04/2010;557;BR-324/BA
VIA BAHIA;28/04/2010;578;BR-324/BA
VIA BAHIA;28/04/2010;602,2000122070312;BR-324/BA
VIA BAHIA;28/04/2010;617;BR-324/BA
VIA BAHIA;29/04/2010;487;BR-116/BA
VIA BAHIA;29/04/2010;854,2000122070312;BR-116/BA
VIA BAHIA;29/04/2010;908;BR-116/BA
VIA BAHIA;29/04/2010;555,5;BR-324/BA
VIA BAHIA;29/04/2010;597;BR-324/BA
VIA BAHIA;30/04/2010;583;BR-116/BA
VIA BAHIA;30/04/2010;666;BR-116/BA
VIA BAHIA;30/04/2010;673;BR-116/BA
VIA BAHIA;30/04/2010;579;BR-324/BA
VIA BAHIA;30/04/2010;582;BR-324/BA
VIA BAHIA;30/04/2010;609;BR-324/BA
VIA BAHIA;30/04/2010;613;BR-324/BA
VIA BAHIA;01/05/2010;426,79998779296875;BR-116/BA
VIA BAHIA;01/05/2010;560;BR-116/BA
VIA BAHIA;01/05/2010;769,5;BR-116/BA
VIA BAHIA;01/05/2010;519,5;BR-324/BA
VIA BAHIA;01/05/2010;566;BR-324/BA
VIA BAHIA;01/05/2010;584;BR-324/BA
VIA BAHIA;01/05/2010;607;BR-324/BA
VIA BAHIA;02/05/2010;25;BR-116/BA - Cont VC
VIA BAHIA;02/05/2010;478;BR-116/BA
VIA BAHIA;02/05/2010;752,0999755859375;BR-116/BA
VIA BAHIA;02/05/2010;836,5;BR-116/BA
VIA BAHIA;02/05/2010;538;BR-324/BA
VIA BAHIA;02/05/2010;543;BR-324/BA
VIA BAHIA;02/05/2010;556;BR-324/BA
VIA BAHIA;02/05/2010;561;BR-324/BA
VIA BAHIA;02/05/2010;562;BR-324/BA
VIA BAHIA;02/05/2010;609;BR-324/BA
VIA BAHIA;02/05/2010;621;BR-324/BA
VIA BAHIA;03/05/2010;846;BR-116/BA
VIA BAHIA;03/05/2010;534;BR-324/BA
VIA BAHIA;03/05/2010;557;BR-324/BA
VIA BAHIA;03/05/2010;585;BR-324/BA
VIA BAHIA;03/05/2010;601;BR-324/BA
VIA BAHIA;03/05/2010;623;BR-324/BA
VIA BAHIA;03/05/2010;624;BR-324/BA
VIA BAHIA;04/05/2010;468;BR-116/BA
VIA BAHIA;04/05/2010;529;BR-324/BA
VIA BAHIA;04/05/2010;545;BR-324/BA
VIA BAHIA;04/05/2010;622;BR-324/BA
VIA BAHIA;05/05/2010;508;BR-116/BA
VIA BAHIA;05/05/2010;620,2000122070312;BR-324/BA
VIA BAHIA;05/05/2010;620,4000244140625;BR-324/BA
VIA BAHIA;05/05/2010;624;BR-324/BA
VIA BAHIA;06/05/2010;8;BR-116/BA - Cont VC
VIA BAHIA;06/05/2010;440;BR-116/BA
VIA BAHIA;06/05/2010;443;BR-116/BA
VIA BAHIA;06/05/2010;511;BR-116/BA
VIA BAHIA;06/05/2010;555;BR-116/BA
VIA BAHIA;06/05/2010;594;BR-116/BA
VIA BAHIA;06/05/2010;667;BR-116/BA
VIA BAHIA;06/05/2010;777;BR-116/BA
VIA BAHIA;07/05/2010;463,6000061035156;BR-116/BA
VIA BAHIA;07/05/2010;473;BR-116/BA
VIA BAHIA;07/05/2010;577;BR-116/BA
VIA BAHIA;07/05/2010;781,2000122070312;BR-116/BA
VIA BAHIA;07/05/2010;523;BR-324/BA
VIA BAHIA;07/05/2010;547;BR-324/BA
VIA BAHIA;07/05/2010;561,5;BR-324/BA
VIA BAHIA;07/05/2010;578;BR-324/BA
VIA BAHIA;07/05/2010;613;BR-324/BA
VIA BAHIA;08/05/2010;520;BR-324/BA
VIA BAHIA;08/05/2010;619;BR-324/BA
VIA BAHIA;08/05/2010;622;BR-324/BA
VIA BAHIA;09/05/2010;462;BR-116/BA
VIA BAHIA;09/05/2010;818;BR-116/BA
VIA BAHIA;09/05/2010;547;BR-324/BA
VIA BAHIA;09/05/2010;550;BR-324/BA
VIA BAHIA;09/05/2010;606,5;BR-324/BA
VIA BAHIA;09/05/2010;623;BR-324/BA
VIA BAHIA;10/05/2010;673;BR-116/BA
VIA BAHIA;10/05/2010;806,0999755859375;BR-116/BA
VIA BAHIA;10/05/2010;837;BR-116/BA
VIA BAHIA;10/05/2010;853;BR-116/BA
VIA BAHIA;10/05/2010;537;BR-324/BA
VIA BAHIA;10/05/2010;581,5999755859375;BR-324/BA
VIA BAHIA;10/05/2010;588;BR-324/BA
VIA BAHIA;10/05/2010;589,2000122070312;BR-324/BA
VIA BAHIA;10/05/2010;595;BR-324/BA
VIA BAHIA;10/05/2010;617;BR-324/BA
VIA BAHIA;10/05/2010;619;BR-324/BA
VIA BAHIA;11/05/2010;574;BR-324/BA
VIA BAHIA;11/05/2010;604;BR-324/BA
VIA BAHIA;11/05/2010;624;BR-324/BA
VIA BAHIA;11/05/2010;625,5;BR-324/BA
VIA BAHIA;12/05/2010;728,2999877929688;BR-116/BA
VIA BAHIA;12/05/2010;847;BR-116/BA
VIA BAHIA;12/05/2010;520,5;BR-324/BA
VIA BAHIA;12/05/2010;549,2999877929688;BR-324/BA
VIA BAHIA;12/05/2010;553;BR-324/BA
VIA BAHIA;12/05/2010;566;BR-324/BA
VIA BAHIA;12/05/2010;575;BR-324/BA
VIA BAHIA;12/05/2010;616,2999877929688;BR-324/BA
VIA BAHIA;12/05/2010;622;BR-324/BA
VIA BAHIA;13/05/2010;449;BR-116/BA
VIA BAHIA;13/05/2010;654;BR-116/BA
VIA BAHIA;13/05/2010;674,2000122070312;BR-116/BA
VIA BAHIA;13/05/2010;927;BR-116/BA
VIA BAHIA;13/05/2010;529;BR-324/BA
VIA BAHIA;13/05/2010;557;BR-324/BA
VIA BAHIA;13/05/2010;573;BR-324/BA
VIA BAHIA;13/05/2010;616;BR-324/BA
VIA BAHIA;13/05/2010;619;BR-324/BA
VIA BAHIA;14/05/2010;436,29998779296875;BR-116/BA
VIA BAHIA;14/05/2010;527;BR-116/BA
VIA BAHIA;14/05/2010;523;BR-324/BA
VIA BAHIA;14/05/2010;595;BR-324/BA
VIA BAHIA;14/05/2010;611;BR-324/BA
VIA BAHIA;14/05/2010;612;BR-324/BA
VIA BAHIA;14/05/2010;613;BR-324/BA
VIA BAHIA;15/05/2010;519,5;BR-324/BA
VIA BAHIA;15/05/2010;567;BR-324/BA
VIA BAHIA;15/05/2010;568,5;BR-324/BA
VIA BAHIA;15/05/2010;611,4000244140625;BR-324/BA
VIA BAHIA;15/05/2010;621;BR-324/BA
VIA BAHIA;15/05/2010;623;BR-324/BA
VIA BAHIA;16/05/2010;13;BR-116/BA - Cont VC
VIA BAHIA;16/05/2010;581,9000244140625;BR-116/BA
VIA BAHIA;16/05/2010;593;BR-116/BA
VIA BAHIA;16/05/2010;757;BR-116/BA
VIA BAHIA;16/05/2010;576;BR-324/BA
VIA BAHIA;16/05/2010;618;BR-324/BA
VIA BAHIA;16/05/2010;619;BR-324/BA
VIA BAHIA;16/05/2010;619;BR-324/BA
VIA BAHIA;17/05/2010;460;BR-116/BA
VIA BAHIA;17/05/2010;485;BR-116/BA
VIA BAHIA;17/05/2010;538;BR-324/BA
VIA BAHIA;18/05/2010;468;BR-116/BA
VIA BAHIA;18/05/2010;651,5;BR-116/BA
VIA BAHIA;18/05/2010;553;BR-324/BA
VIA BAHIA;18/05/2010;593;BR-324/BA
VIA BAHIA;18/05/2010;607;BR-324/BA
VIA BAHIA;18/05/2010;613;BR-324/BA
VIA BAHIA;18/05/2010;614;BR-324/BA
VIA BAHIA;19/05/2010;1;BR-116/BA - ContSuFS
VIA BAHIA;19/05/2010;477;BR-116/BA
VIA BAHIA;19/05/2010;519,5;BR-324/BA
VIA BAHIA;19/05/2010;520;BR-324/BA
VIA BAHIA;19/05/2010;523;BR-324/BA
VIA BAHIA;19/05/2010;525;BR-324/BA
VIA BAHIA;19/05/2010;564;BR-324/BA
VIA BAHIA;19/05/2010;567;BR-324/BA
VIA BAHIA;20/05/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;20/05/2010;14;BR-116/BA - Cont VC
VIA BAHIA;20/05/2010;580;BR-116/BA
VIA BAHIA;20/05/2010;900;BR-116/BA
VIA BAHIA;20/05/2010;582;BR-324/BA
VIA BAHIA;20/05/2010;589;BR-324/BA
VIA BAHIA;20/05/2010;607;BR-324/BA
VIA BAHIA;20/05/2010;613;BR-324/BA
VIA BAHIA;20/05/2010;617;BR-324/BA
VIA BAHIA;21/05/2010;522;BR-324/BA
VIA BAHIA;21/05/2010;562;BR-324/BA
VIA BAHIA;21/05/2010;617;BR-324/BA
VIA BAHIA;22/05/2010;466;BR-116/BA
VIA BAHIA;22/05/2010;580;BR-116/BA
VIA BAHIA;22/05/2010;653,7000122070312;BR-116/BA
VIA BAHIA;22/05/2010;655;BR-116/BA
VIA BAHIA;22/05/2010;883;BR-116/BA
VIA BAHIA;22/05/2010;523;BR-324/BA
VIA BAHIA;22/05/2010;525;BR-324/BA
VIA BAHIA;22/05/2010;590;BR-324/BA
VIA BAHIA;22/05/2010;592;BR-324/BA
VIA BAHIA;22/05/2010;610;BR-324/BA
VIA BAHIA;22/05/2010;618;BR-324/BA
VIA BAHIA;22/05/2010;618;BR-324/BA
VIA BAHIA;23/05/2010;555;BR-116/BA
VIA BAHIA;23/05/2010;641;BR-116/BA
VIA BAHIA;23/05/2010;696;BR-116/BA
VIA BAHIA;23/05/2010;759;BR-116/BA
VIA BAHIA;23/05/2010;814;BR-116/BA
VIA BAHIA;23/05/2010;815;BR-116/BA
VIA BAHIA;23/05/2010;599;BR-324/BA
VIA BAHIA;23/05/2010;605;BR-324/BA
VIA BAHIA;23/05/2010;612;BR-324/BA
VIA BAHIA;23/05/2010;623,5;BR-324/BA
VIA BAHIA;24/05/2010;21;BR-116/BA - Cont VC
VIA BAHIA;24/05/2010;517,9000244140625;BR-116/BA
VIA BAHIA;24/05/2010;533,2999877929688;BR-324/BA
VIA BAHIA;24/05/2010;557;BR-324/BA
VIA BAHIA;24/05/2010;613;BR-324/BA
VIA BAHIA;24/05/2010;622;BR-324/BA
VIA BAHIA;25/05/2010;477;BR-116/BA
VIA BAHIA;25/05/2010;554;BR-116/BA
VIA BAHIA;25/05/2010;639;BR-116/BA
VIA BAHIA;25/05/2010;688;BR-116/BA
VIA BAHIA;25/05/2010;527;BR-324/BA
VIA BAHIA;25/05/2010;537;BR-324/BA
VIA BAHIA;25/05/2010;626;BR-324/BA
VIA BAHIA;26/05/2010;795;BR-116/BA
VIA BAHIA;26/05/2010;543;BR-324/BA
VIA BAHIA;27/05/2010;1;BR-116/BA - ContSuFS
VIA BAHIA;27/05/2010;860,5999755859375;BR-116/BA
VIA BAHIA;27/05/2010;596,5999755859375;BR-324/BA
VIA BAHIA;27/05/2010;622;BR-324/BA
VIA BAHIA;28/05/2010;670;BR-116/BA
VIA BAHIA;28/05/2010;674;BR-116/BA
VIA BAHIA;28/05/2010;743,0499877929688;BR-116/BA
VIA BAHIA;28/05/2010;520;BR-324/BA
VIA BAHIA;28/05/2010;526;BR-324/BA
VIA BAHIA;28/05/2010;557;BR-324/BA
VIA BAHIA;28/05/2010;561;BR-324/BA
VIA BAHIA;28/05/2010;570;BR-324/BA
VIA BAHIA;28/05/2010;620,7999877929688;BR-324/BA
VIA BAHIA;29/05/2010;495,5;BR-116/BA
VIA BAHIA;29/05/2010;864;BR-116/BA
VIA BAHIA;29/05/2010;523;BR-324/BA
VIA BAHIA;29/05/2010;586;BR-324/BA
VIA BAHIA;29/05/2010;616;BR-324/BA
VIA BAHIA;29/05/2010;618;BR-324/BA
VIA BAHIA;29/05/2010;619;BR-324/BA
VIA BAHIA;30/05/2010;538;BR-116/BA
VIA BAHIA;30/05/2010;634;BR-116/BA
VIA BAHIA;30/05/2010;675;BR-116/BA
VIA BAHIA;30/05/2010;733,7000122070312;BR-116/BA
VIA BAHIA;30/05/2010;920;BR-116/BA
VIA BAHIA;30/05/2010;522;BR-324/BA
VIA BAHIA;30/05/2010;543;BR-324/BA
VIA BAHIA;30/05/2010;593;BR-324/BA
VIA BAHIA;30/05/2010;613;BR-324/BA
VIA BAHIA;31/05/2010;455,70001220703125;BR-116/BA
VIA BAHIA;31/05/2010;733,7000122070312;BR-116/BA
VIA BAHIA;31/05/2010;547,7999877929688;BR-324/BA
VIA BAHIA;31/05/2010;552;BR-324/BA
VIA BAHIA;31/05/2010;570;BR-324/BA
VIA BAHIA;31/05/2010;580,5;BR-324/BA
VIA BAHIA;31/05/2010;595;BR-324/BA
VIA BAHIA;31/05/2010;608;BR-324/BA
VIA BAHIA;31/05/2010;611;BR-324/BA
VIA BAHIA;01/06/2010;909;BR-116/BA
VIA BAHIA;01/06/2010;535,5;BR-324/BA
VIA BAHIA;01/06/2010;552;BR-324/BA
VIA BAHIA;02/06/2010;429;BR-116/BA
VIA BAHIA;02/06/2010;462;BR-116/BA
VIA BAHIA;02/06/2010;682;BR-116/BA
VIA BAHIA;02/06/2010;683;BR-116/BA
VIA BAHIA;02/06/2010;791;BR-116/BA
VIA BAHIA;02/06/2010;818;BR-116/BA
VIA BAHIA;02/06/2010;819;BR-116/BA
VIA BAHIA;02/06/2010;523;BR-324/BA
VIA BAHIA;02/06/2010;595;BR-324/BA
VIA BAHIA;02/06/2010;604;BR-324/BA
VIA BAHIA;03/06/2010;549,7000122070312;BR-116/BA
VIA BAHIA;03/06/2010;702;BR-116/BA
VIA BAHIA;03/06/2010;615;BR-324/BA
VIA BAHIA;04/06/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;04/06/2010;430,6000061035156;BR-116/BA
VIA BAHIA;04/06/2010;581;BR-116/BA
VIA BAHIA;04/06/2010;656;BR-116/BA
VIA BAHIA;04/06/2010;683;BR-116/BA
VIA BAHIA;04/06/2010;816,5;BR-116/BA
VIA BAHIA;04/06/2010;528;BR-324/BA
VIA BAHIA;04/06/2010;574;BR-324/BA
VIA BAHIA;04/06/2010;615;BR-324/BA
VIA BAHIA;05/06/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;05/06/2010;15;BR-116/BA - Cont VC
VIA BAHIA;05/06/2010;533;BR-324/BA
VIA BAHIA;05/06/2010;534;BR-324/BA
VIA BAHIA;05/06/2010;604;BR-324/BA
VIA BAHIA;05/06/2010;619;BR-324/BA
VIA BAHIA;06/06/2010;483;BR-116/BA
VIA BAHIA;06/06/2010;641;BR-116/BA
VIA BAHIA;06/06/2010;673;BR-116/BA
VIA BAHIA;06/06/2010;622;BR-324/BA
VIA BAHIA;07/06/2010;443;BR-116/BA
VIA BAHIA;07/06/2010;507;BR-116/BA
VIA BAHIA;07/06/2010;570;BR-116/BA
VIA BAHIA;07/06/2010;817,5;BR-116/BA
VIA BAHIA;07/06/2010;523;BR-324/BA
VIA BAHIA;07/06/2010;527;BR-324/BA
VIA BAHIA;07/06/2010;551,5;BR-324/BA
VIA BAHIA;07/06/2010;616;BR-324/BA
VIA BAHIA;08/06/2010;437,8999938964844;BR-116/BA
VIA BAHIA;08/06/2010;546;BR-324/BA
VIA BAHIA;08/06/2010;566;BR-324/BA
VIA BAHIA;08/06/2010;573;BR-324/BA
VIA BAHIA;08/06/2010;586;BR-324/BA
VIA BAHIA;08/06/2010;593;BR-324/BA
VIA BAHIA;09/06/2010;522;BR-324/BA
VIA BAHIA;09/06/2010;522;BR-324/BA
VIA BAHIA;09/06/2010;549,5;BR-324/BA
VIA BAHIA;09/06/2010;579;BR-324/BA
VIA BAHIA;09/06/2010;607;BR-324/BA
VIA BAHIA;09/06/2010;610,5;BR-324/BA
VIA BAHIA;09/06/2010;616;BR-324/BA
VIA BAHIA;10/06/2010;2;BR-116/BA - ContSuFS
VIA BAHIA;10/06/2010;4;BR-116/BA - ContSuFS
VIA BAHIA;10/06/2010;574;BR-116/BA
VIA BAHIA;10/06/2010;519,5;BR-324/BA
VIA BAHIA;10/06/2010;520;BR-324/BA
VIA BAHIA;10/06/2010;522;BR-324/BA
VIA BAHIA;10/06/2010;559,2999877929688;BR-324/BA
VIA BAHIA;10/06/2010;563;BR-324/BA
VIA BAHIA;10/06/2010;610,5;BR-324/BA
VIA BAHIA;10/06/2010;622;BR-324/BA
VIA BAHIA;11/06/2010;7;BR-116/BA - Cont VC
VIA BAHIA;11/06/2010;821;BR-116/BA
VIA BAHIA;11/06/2010;548;BR-324/BA
VIA BAHIA;11/06/2010;549;BR-324/BA
VIA BAHIA;11/06/2010;584,2000122070312;BR-324/BA
VIA BAHIA;12/06/2010;660;BR-116/BA
VIA BAHIA;12/06/2010;846;BR-116/BA
VIA BAHIA;12/06/2010;551;BR-324/BA
VIA BAHIA;12/06/2010;574;BR-324/BA
VIA BAHIA;12/06/2010;582;BR-324/BA
VIA BAHIA;12/06/2010;616;BR-324/BA
VIA BAHIA;12/06/2010;622;BR-324/BA
VIA BAHIA;13/06/2010;679;BR-116/BA
VIA BAHIA;13/06/2010;791;BR-116/BA
VIA BAHIA;13/06/2010;928;BR-116/BA
VIA BAHIA;13/06/2010;566;BR-324/BA
VIA BAHIA;13/06/2010;580;BR-324/BA
VIA BAHIA;13/06/2010;586;BR-324/BA
VIA BAHIA;13/06/2010;617;BR-324/BA
VIA BAHIA;13/06/2010;622;BR-324/BA
VIA BAHIA;14/06/2010;555;BR-324/BA
VIA BAHIA;14/06/2010;558;BR-324/BA
VIA BAHIA;15/06/2010;12,600000381469727;BR-116/BA - Cont VC
VIA BAHIA;15/06/2010;13,800000190734863;BR-116/BA - Cont VC
VIA BAHIA;15/06/2010;13,800000190734863;BR-116/BA - Cont VC
VIA BAHIA;15/06/2010;544;BR-116/BA
VIA BAHIA;15/06/2010;589;BR-116/BA
VIA BAHIA;15/06/2010;674;BR-116/BA
VIA BAHIA;15/06/2010;537;BR-324/BA
VIA BAHIA;15/06/2010;597;BR-324/BA
VIA BAHIA;15/06/2010;610;BR-324/BA
VIA BAHIA;15/06/2010;619;BR-324/BA
VIA BAHIA;15/06/2010;621;BR-324/BA
VIA BAHIA;16/06/2010;447,5;BR-116/BA
VIA BAHIA;16/06/2010;800;BR-116/BA
VIA BAHIA;16/06/2010;519,5;BR-324/BA
VIA BAHIA;16/06/2010;591,7999877929688;BR-324/BA
VIA BAHIA;16/06/2010;611,9000244140625;BR-324/BA
VIA BAHIA;17/06/2010;4;BR-116/BA - ContSuFS
VIA BAHIA;17/06/2010;491,20001220703125;BR-116/BA
VIA BAHIA;17/06/2010;532;BR-116/BA
VIA BAHIA;17/06/2010;830;BR-116/BA
