Concessionaria;Data;Km;Trecho
VIA BAHIA;22/02/2015;583;BR-324/BA
VIA BAHIA;22/02/2015;603;BR-324/BA
VIA BAHIA;22/02/2015;621,8;BR-324/BA
VIA BAHIA;22/02/2015;623,5;BR-324/BA
VIA BAHIA;22/02/2015;536,1;BR-116/BA
VIA BAHIA;22/02/2015;819,5;BR-116/BA
VIA BAHIA;22/02/2015;841;BR-116/BA
VIA BAHIA;22/02/2015;882,2;BR-116/BA
VIA BAHIA;23/02/2015;6,005;BA-526
VIA BAHIA;23/02/2015;439,2;BR-116/BA
VIA BAHIA;23/02/2015;530,1;BR-324/BA
VIA BAHIA;23/02/2015;543,2;BR-324/BA
VIA BAHIA;23/02/2015;597,3;BR-324/BA
VIA BAHIA;23/02/2015;607,9;BR-324/BA
VIA BAHIA;23/02/2015;518;BR-116/BA
VIA BAHIA;23/02/2015;616,3;BR-324/BA
VIA BAHIA;23/02/2015;524,8;BR-116/BA
VIA BAHIA;23/02/2015;624,9;BR-324/BA
VIA BAHIA;23/02/2015;619;BR-116/BA
VIA BAHIA;24/02/2015;536,8;BR-324/BA
VIA BAHIA;24/02/2015;454;BR-116/BA
VIA BAHIA;24/02/2015;574,8;BR-324/BA
VIA BAHIA;24/02/2015;482,1;BR-116/BA
VIA BAHIA;24/02/2015;585,7;BR-324/BA
VIA BAHIA;24/02/2015;590;BR-324/BA
VIA BAHIA;24/02/2015;611;BR-324/BA
VIA BAHIA;24/02/2015;620,1;BR-324/BA
VIA BAHIA;24/02/2015;586,2;BR-116/BA
VIA BAHIA;24/02/2015;602,1;BR-116/BA
VIA BAHIA;25/02/2015;441,95;BR-116/BA
VIA BAHIA;25/02/2015;442,1;BR-116/BA
VIA BAHIA;25/02/2015;525,1;BR-324/BA
VIA BAHIA;26/02/2015;5;BA-526
VIA BAHIA;26/02/2015;16,6;BR-116/BA - Cont VC
VIA BAHIA;26/02/2015;448,1;BR-116/BA
VIA BAHIA;26/02/2015;555,1;BR-324/BA
VIA BAHIA;26/02/2015;478;BR-116/BA
VIA BAHIA;26/02/2015;482,3;BR-116/BA
VIA BAHIA;26/02/2015;592,2;BR-324/BA
VIA BAHIA;26/02/2015;596,4;BR-324/BA
VIA BAHIA;26/02/2015;615,6;BR-324/BA
VIA BAHIA;26/02/2015;619,05;BR-324/BA
VIA BAHIA;26/02/2015;812;BR-116/BA
VIA BAHIA;27/02/2015;464;BR-116/BA
VIA BAHIA;27/02/2015;479,15;BR-116/BA
VIA BAHIA;27/02/2015;623,9;BR-324/BA
VIA BAHIA;27/02/2015;567,05;BR-116/BA
VIA BAHIA;27/02/2015;734,5;BR-116/BA
VIA BAHIA;27/02/2015;771,2;BR-116/BA
VIA BAHIA;27/02/2015;799,7;BR-116/BA
VIA BAHIA;27/02/2015;807,1;BR-116/BA
VIA BAHIA;27/02/2015;830,7;BR-116/BA
VIA BAHIA;27/02/2015;866,7;BR-116/BA
VIA BAHIA;28/02/2015;7;BR-116/BA - ContSuFS
VIA BAHIA;28/02/2015;448,7;BR-116/BA
VIA BAHIA;28/02/2015;532,2;BR-324/BA
VIA BAHIA;28/02/2015;549;BR-324/BA
VIA BAHIA;28/02/2015;553,5;BR-324/BA
VIA BAHIA;28/02/2015;567,2;BR-324/BA
VIA BAHIA;28/02/2015;567,2;BR-324/BA
VIA BAHIA;28/02/2015;473,2;BR-116/BA
VIA BAHIA;28/02/2015;586,3;BR-324/BA
VIA BAHIA;28/02/2015;588,1;BR-324/BA
VIA BAHIA;28/02/2015;604;BR-324/BA
VIA BAHIA;28/02/2015;604;BR-324/BA
VIA BAHIA;28/02/2015;519;BR-116/BA
VIA BAHIA;28/02/2015;618;BR-324/BA
VIA BAHIA;28/02/2015;542,7;BR-116/BA
VIA BAHIA;28/02/2015;648,4;BR-116/BA
VIA BAHIA;28/02/2015;737,3;BR-116/BA
VIA BAHIA;28/02/2015;777,1;BR-116/BA
VIA BAHIA;28/02/2015;782,05;BR-116/BA
VIA BAHIA;28/02/2015;831,5;BR-116/BA
VIA BAHIA;01/03/2015;444,7;BR-116/BA
VIA BAHIA;01/03/2015;537,02;BR-324/BA
VIA BAHIA;01/03/2015;563,2;BR-324/BA
VIA BAHIA;01/03/2015;570,3;BR-324/BA
VIA BAHIA;01/03/2015;573,6;BR-324/BA
VIA BAHIA;01/03/2015;587,5;BR-324/BA
VIA BAHIA;01/03/2015;587,5;BR-324/BA
VIA BAHIA;01/03/2015;590,05;BR-324/BA
VIA BAHIA;01/03/2015;607,7;BR-324/BA
VIA BAHIA;01/03/2015;609,1;BR-324/BA
VIA BAHIA;01/03/2015;592,6;BR-116/BA
VIA BAHIA;01/03/2015;736;BR-116/BA
VIA BAHIA;01/03/2015;844,4;BR-116/BA
VIA BAHIA;01/03/2015;846;BR-116/BA
VIA BAHIA;01/03/2015;851,6;BR-116/BA
VIA BAHIA;02/03/2015;540,2;BR-324/BA
VIA BAHIA;02/03/2015;540,2;BR-324/BA
VIA BAHIA;02/03/2015;557,6;BR-324/BA
VIA BAHIA;02/03/2015;562,6;BR-324/BA
VIA BAHIA;02/03/2015;563,1;BR-324/BA
VIA BAHIA;02/03/2015;577,95;BR-324/BA
VIA BAHIA;02/03/2015;609;BR-324/BA
VIA BAHIA;02/03/2015;609,95;BR-324/BA
VIA BAHIA;02/03/2015;779;BR-116/BA
VIA BAHIA;03/03/2015;520;BR-324/BA
VIA BAHIA;03/03/2015;533,2;BR-324/BA
VIA BAHIA;03/03/2015;550,3;BR-324/BA
VIA BAHIA;03/03/2015;575;BR-324/BA
VIA BAHIA;03/03/2015;513;BR-116/BA
VIA BAHIA;03/03/2015;613;BR-324/BA
VIA BAHIA;03/03/2015;616,2;BR-324/BA
VIA BAHIA;03/03/2015;617;BR-324/BA
VIA BAHIA;03/03/2015;620,2;BR-324/BA
VIA BAHIA;03/03/2015;620,3;BR-324/BA
VIA BAHIA;03/03/2015;549,8;BR-116/BA
VIA BAHIA;04/03/2015;4,9;BR-116/BA - ContSuFS
VIA BAHIA;04/03/2015;525;BR-324/BA
VIA BAHIA;04/03/2015;575,5;BR-324/BA
VIA BAHIA;04/03/2015;500;BR-116/BA
VIA BAHIA;04/03/2015;515,1;BR-116/BA
VIA BAHIA;04/03/2015;744,99;BR-116/BA
VIA BAHIA;05/03/2015;553;BR-324/BA
VIA BAHIA;05/03/2015;619,15;BR-324/BA
VIA BAHIA;05/03/2015;648,5;BR-116/BA
VIA BAHIA;05/03/2015;710,4;BR-116/BA
VIA BAHIA;05/03/2015;814,2;BR-116/BA
VIA BAHIA;06/03/2015;542,2;BR-324/BA
VIA BAHIA;06/03/2015;565,2;BR-324/BA
VIA BAHIA;06/03/2015;566,9;BR-324/BA
VIA BAHIA;06/03/2015;567,6;BR-324/BA
VIA BAHIA;06/03/2015;568,3;BR-324/BA
VIA BAHIA;06/03/2015;590,2;BR-324/BA
VIA BAHIA;06/03/2015;495,1;BR-116/BA
VIA BAHIA;06/03/2015;508;BR-116/BA
VIA BAHIA;06/03/2015;509,05;BR-116/BA
VIA BAHIA;06/03/2015;610,02;BR-324/BA
VIA BAHIA;06/03/2015;617,2;BR-324/BA
VIA BAHIA;06/03/2015;531,8;BR-116/BA
VIA BAHIA;06/03/2015;745,1;BR-116/BA
VIA BAHIA;06/03/2015;747,3;BR-116/BA
VIA BAHIA;06/03/2015;819;BR-116/BA
VIA BAHIA;07/03/2015;11;BR-116/BA - Cont VC
VIA BAHIA;07/03/2015;11,3;BR-116/BA - Cont VC
VIA BAHIA;07/03/2015;518;BR-324/BA
VIA BAHIA;07/03/2015;523;BR-324/BA
VIA BAHIA;07/03/2015;547;BR-324/BA
VIA BAHIA;07/03/2015;478;BR-116/BA
VIA BAHIA;07/03/2015;623;BR-324/BA
VIA BAHIA;07/03/2015;651,5;BR-116/BA
VIA BAHIA;07/03/2015;722;BR-116/BA
VIA BAHIA;07/03/2015;755,2;BR-116/BA
VIA BAHIA;07/03/2015;815,4;BR-116/BA
VIA BAHIA;07/03/2015;860,6;BR-116/BA
VIA BAHIA;07/03/2015;862,2;BR-116/BA
VIA BAHIA;07/03/2015;909,2;BR-116/BA
VIA BAHIA;08/03/2015;5;BA-526
VIA BAHIA;08/03/2015;10;BR-116/BA - Cont VC
VIA BAHIA;08/03/2015;523;BR-324/BA
VIA BAHIA;08/03/2015;550;BR-324/BA
VIA BAHIA;08/03/2015;583;BR-324/BA
VIA BAHIA;08/03/2015;773,8;BR-116/BA
VIA BAHIA;08/03/2015;777,5;BR-116/BA
VIA BAHIA;08/03/2015;801,2;BR-116/BA
VIA BAHIA;08/03/2015;819,7;BR-116/BA
VIA BAHIA;09/03/2015;447;BR-116/BA
VIA BAHIA;09/03/2015;534,2;BR-324/BA
VIA BAHIA;09/03/2015;552,1;BR-324/BA
VIA BAHIA;09/03/2015;561,8;BR-324/BA
VIA BAHIA;09/03/2015;603,2;BR-324/BA
VIA BAHIA;09/03/2015;531;BR-116/BA
VIA BAHIA;09/03/2015;797,4;BR-116/BA
VIA BAHIA;09/03/2015;888,5;BR-116/BA
VIA BAHIA;10/03/2015;520,1;BR-324/BA
VIA BAHIA;10/03/2015;565,1;BR-324/BA
VIA BAHIA;10/03/2015;613;BR-324/BA
VIA BAHIA;10/03/2015;613,2;BR-324/BA
VIA BAHIA;10/03/2015;614;BR-324/BA
VIA BAHIA;10/03/2015;618,2;BR-324/BA
VIA BAHIA;10/03/2015;642,1;BR-116/BA
VIA BAHIA;11/03/2015;7,5;BR-116/BA - Cont VC
VIA BAHIA;11/03/2015;519;BR-324/BA
VIA BAHIA;11/03/2015;546,2;BR-324/BA
VIA BAHIA;11/03/2015;551,2;BR-324/BA
VIA BAHIA;11/03/2015;551,3;BR-324/BA
VIA BAHIA;11/03/2015;559;BR-324/BA
VIA BAHIA;11/03/2015;477,9;BR-116/BA
VIA BAHIA;11/03/2015;617,2;BR-324/BA
VIA BAHIA;12/03/2015;426,6;BR-116/BA
VIA BAHIA;12/03/2015;526,2;BR-324/BA
VIA BAHIA;12/03/2015;526,5;BR-324/BA
VIA BAHIA;12/03/2015;558,2;BR-324/BA
VIA BAHIA;12/03/2015;560,3;BR-324/BA
VIA BAHIA;12/03/2015;562;BR-324/BA
VIA BAHIA;12/03/2015;568,2;BR-324/BA
VIA BAHIA;12/03/2015;592,3;BR-324/BA
VIA BAHIA;12/03/2015;495;BR-116/BA
VIA BAHIA;12/03/2015;603,6;BR-324/BA
VIA BAHIA;12/03/2015;572,3;BR-116/BA
VIA BAHIA;12/03/2015;756,2;BR-116/BA
VIA BAHIA;13/03/2015;526,8;BR-324/BA
VIA BAHIA;13/03/2015;546,9;BR-324/BA
VIA BAHIA;13/03/2015;570,6;BR-324/BA
VIA BAHIA;13/03/2015;583;BR-324/BA
VIA BAHIA;13/03/2015;488;BR-116/BA
VIA BAHIA;13/03/2015;607,15;BR-324/BA
VIA BAHIA;13/03/2015;640,5;BR-116/BA
VIA BAHIA;14/03/2015;565;BR-324/BA
VIA BAHIA;14/03/2015;607,1;BR-324/BA
VIA BAHIA;14/03/2015;670;BR-116/BA
VIA BAHIA;14/03/2015;770,6;BR-116/BA
VIA BAHIA;15/03/2015;6,1;BR-116/BA - Cont VC
VIA BAHIA;15/03/2015;7,1;BR-116/BA - Cont VC
VIA BAHIA;15/03/2015;608,7;BR-324/BA
VIA BAHIA;15/03/2015;621;BR-324/BA
VIA BAHIA;15/03/2015;581;BR-116/BA
VIA BAHIA;15/03/2015;717,8;BR-116/BA
VIA BAHIA;15/03/2015;814,9;BR-116/BA
VIA BAHIA;15/03/2015;837,4;BR-116/BA
VIA BAHIA;16/03/2015;522;BR-324/BA
VIA BAHIA;16/03/2015;525,3;BR-324/BA
VIA BAHIA;16/03/2015;525,3;BR-324/BA
VIA BAHIA;16/03/2015;528,7;BR-324/BA
VIA BAHIA;16/03/2015;530,85;BR-324/BA
VIA BAHIA;16/03/2015;449,8;BR-116/BA
VIA BAHIA;16/03/2015;562;BR-324/BA
VIA BAHIA;16/03/2015;570;BR-324/BA
VIA BAHIA;16/03/2015;596,1;BR-324/BA
VIA BAHIA;16/03/2015;617,3;BR-324/BA
VIA BAHIA;16/03/2015;618,2;BR-324/BA
VIA BAHIA;16/03/2015;620,3;BR-324/BA
VIA BAHIA;16/03/2015;614,2;BR-116/BA
VIA BAHIA;16/03/2015;643,4;BR-116/BA
VIA BAHIA;16/03/2015;828,1;BR-116/BA
VIA BAHIA;17/03/2015;530;BR-324/BA
VIA BAHIA;17/03/2015;584;BR-116/BA
VIA BAHIA;17/03/2015;644;BR-116/BA
VIA BAHIA;18/03/2015;440,5;BR-116/BA
VIA BAHIA;18/03/2015;523,1;BR-324/BA
VIA BAHIA;18/03/2015;449,5;BR-116/BA
VIA BAHIA;18/03/2015;456,3;BR-116/BA
VIA BAHIA;18/03/2015;551,8;BR-324/BA
VIA BAHIA;18/03/2015;605;BR-324/BA
VIA BAHIA;18/03/2015;574,4;BR-116/BA
VIA BAHIA;18/03/2015;665;BR-116/BA
VIA BAHIA;19/03/2015;1,2;BR-116/BA - Cont VC
VIA BAHIA;19/03/2015;611,9;BR-324/BA
VIA BAHIA;19/03/2015;621;BR-324/BA
VIA BAHIA;19/03/2015;819,1;BR-116/BA
VIA BAHIA;20/03/2015;537;BR-324/BA
VIA BAHIA;20/03/2015;451,3;BR-116/BA
VIA BAHIA;20/03/2015;451,3;BR-116/BA
VIA BAHIA;20/03/2015;571;BR-324/BA
VIA BAHIA;20/03/2015;612,5;BR-324/BA
VIA BAHIA;20/03/2015;632,3;BR-116/BA
VIA BAHIA;20/03/2015;672,1;BR-116/BA
VIA BAHIA;20/03/2015;900,1;BR-116/BA
VIA BAHIA;20/03/2015;909,2;BR-116/BA
VIA BAHIA;20/03/2015;922,6;BR-116/BA
VIA BAHIA;21/03/2015;557;BR-324/BA
VIA BAHIA;21/03/2015;562;BR-324/BA
VIA BAHIA;21/03/2015;562;BR-324/BA
VIA BAHIA;21/03/2015;562,5;BR-324/BA
VIA BAHIA;21/03/2015;570,3;BR-324/BA
VIA BAHIA;21/03/2015;585,8;BR-324/BA
VIA BAHIA;21/03/2015;590,1;BR-324/BA
VIA BAHIA;21/03/2015;609,9;BR-324/BA
VIA BAHIA;21/03/2015;611,8;BR-324/BA
VIA BAHIA;21/03/2015;615,8;BR-324/BA
VIA BAHIA;21/03/2015;616;BR-324/BA
VIA BAHIA;21/03/2015;624,2;BR-324/BA
VIA BAHIA;21/03/2015;593;BR-116/BA
VIA BAHIA;21/03/2015;814,8;BR-116/BA
VIA BAHIA;21/03/2015;903,4;BR-116/BA
VIA BAHIA;22/03/2015;555;BR-324/BA
VIA BAHIA;22/03/2015;557;BR-324/BA
VIA BAHIA;22/03/2015;570;BR-324/BA
VIA BAHIA;22/03/2015;571,1;BR-324/BA
VIA BAHIA;22/03/2015;492,1;BR-116/BA
VIA BAHIA;22/03/2015;616;BR-324/BA
VIA BAHIA;22/03/2015;617,3;BR-324/BA
VIA BAHIA;22/03/2015;621,3;BR-324/BA
VIA BAHIA;22/03/2015;698,05;BR-116/BA
VIA BAHIA;22/03/2015;746,7;BR-116/BA
VIA BAHIA;22/03/2015;929,1;BR-116/BA
VIA BAHIA;23/03/2015;537;BR-324/BA
VIA BAHIA;23/03/2015;562;BR-324/BA
VIA BAHIA;23/03/2015;593,8;BR-324/BA
VIA BAHIA;23/03/2015;599;BR-324/BA
VIA BAHIA;23/03/2015;514;BR-116/BA
VIA BAHIA;23/03/2015;612,5;BR-324/BA
VIA BAHIA;23/03/2015;618,3;BR-324/BA
VIA BAHIA;23/03/2015;578,3;BR-116/BA
VIA BAHIA;23/03/2015;771,5;BR-116/BA
VIA BAHIA;23/03/2015;819,5;BR-116/BA
VIA BAHIA;23/03/2015;819,6;BR-116/BA
VIA BAHIA;24/03/2015;559,4;BR-324/BA
VIA BAHIA;24/03/2015;594,8;BR-324/BA
VIA BAHIA;24/03/2015;624;BR-324/BA
VIA BAHIA;24/03/2015;624,1;BR-324/BA
VIA BAHIA;24/03/2015;866,8;BR-116/BA
VIA BAHIA;25/03/2015;526,9;BR-324/BA
VIA BAHIA;25/03/2015;527,3;BR-324/BA
VIA BAHIA;25/03/2015;528,2;BR-324/BA
VIA BAHIA;25/03/2015;533,2;BR-324/BA
VIA BAHIA;25/03/2015;552,2;BR-324/BA
VIA BAHIA;26/03/2015;518;BR-324/BA
VIA BAHIA;26/03/2015;518;BR-324/BA
VIA BAHIA;26/03/2015;521,1;BR-324/BA
VIA BAHIA;26/03/2015;531,8;BR-324/BA
VIA BAHIA;26/03/2015;533;BR-324/BA
VIA BAHIA;26/03/2015;611,2;BR-324/BA
VIA BAHIA;26/03/2015;817,9;BR-116/BA
VIA BAHIA;26/03/2015;842,1;BR-116/BA
VIA BAHIA;27/03/2015;542;BR-324/BA
VIA BAHIA;27/03/2015;543;BR-324/BA
VIA BAHIA;27/03/2015;543,2;BR-324/BA
VIA BAHIA;27/03/2015;561,5;BR-324/BA
VIA BAHIA;27/03/2015;567,2;BR-324/BA
VIA BAHIA;27/03/2015;569,1;BR-324/BA
VIA BAHIA;27/03/2015;574,6;BR-324/BA
VIA BAHIA;27/03/2015;591,6;BR-324/BA
VIA BAHIA;27/03/2015;608,1;BR-324/BA
VIA BAHIA;27/03/2015;616,73;BR-324/BA
VIA BAHIA;27/03/2015;618;BR-324/BA
VIA BAHIA;27/03/2015;620,5;BR-324/BA
VIA BAHIA;27/03/2015;661,1;BR-116/BA
VIA BAHIA;27/03/2015;682,6;BR-116/BA
VIA BAHIA;27/03/2015;708,7;BR-116/BA
VIA BAHIA;27/03/2015;828;BR-116/BA
VIA BAHIA;28/03/2015;427;BR-116/BA
VIA BAHIA;28/03/2015;528,8;BR-324/BA
VIA BAHIA;28/03/2015;542,6;BR-324/BA
VIA BAHIA;28/03/2015;462;BR-116/BA
VIA BAHIA;28/03/2015;473;BR-116/BA
VIA BAHIA;28/03/2015;576,3;BR-324/BA
VIA BAHIA;28/03/2015;581,9;BR-324/BA
VIA BAHIA;28/03/2015;594,9;BR-324/BA
VIA BAHIA;28/03/2015;594,9;BR-324/BA
VIA BAHIA;28/03/2015;611,1;BR-324/BA
VIA BAHIA;28/03/2015;616,8;BR-324/BA
VIA BAHIA;28/03/2015;617;BR-324/BA
VIA BAHIA;28/03/2015;699,1;BR-116/BA
VIA BAHIA;28/03/2015;819,1;BR-116/BA
VIA BAHIA;29/03/2015;18;BR-116/BA - Cont VC
VIA BAHIA;29/03/2015;565,2;BR-324/BA
VIA BAHIA;29/03/2015;548,6;BR-116/BA
VIA BAHIA;29/03/2015;593,4;BR-116/BA
VIA BAHIA;29/03/2015;637,2;BR-116/BA
VIA BAHIA;29/03/2015;651,6;BR-116/BA
VIA BAHIA;29/03/2015;669,7;BR-116/BA
VIA BAHIA;29/03/2015;712;BR-116/BA
VIA BAHIA;29/03/2015;813,05;BR-116/BA
VIA BAHIA;29/03/2015;819;BR-116/BA
VIA BAHIA;30/03/2015;0;BR-116/BA - ContSuFS
VIA BAHIA;30/03/2015;522,8;BR-324/BA
VIA BAHIA;30/03/2015;532,1;BR-324/BA
VIA BAHIA;30/03/2015;533;BR-324/BA
VIA BAHIA;30/03/2015;533;BR-324/BA
VIA BAHIA;30/03/2015;465,1;BR-116/BA
VIA BAHIA;30/03/2015;467,9;BR-116/BA
VIA BAHIA;30/03/2015;495;BR-116/BA
VIA BAHIA;30/03/2015;555,4;BR-116/BA
VIA BAHIA;30/03/2015;819;BR-116/BA
VIA BAHIA;31/03/2015;429,2;BR-116/BA
VIA BAHIA;31/03/2015;518,3;BR-324/BA
VIA BAHIA;31/03/2015;519,8;BR-324/BA
VIA BAHIA;31/03/2015;528,1;BR-324/BA
VIA BAHIA;31/03/2015;543,1;BR-324/BA
VIA BAHIA;31/03/2015;561;BR-324/BA
VIA BAHIA;31/03/2015;572;BR-324/BA
VIA BAHIA;31/03/2015;493,2;BR-116/BA
VIA BAHIA;31/03/2015;604,4;BR-324/BA
VIA BAHIA;31/03/2015;817,5;BR-116/BA
VIA BAHIA;31/03/2015;818,4;BR-116/BA
VIA BAHIA;31/03/2015;851,2;BR-116/BA
VIA BAHIA;31/03/2015;858,8;BR-116/BA
VIA BAHIA;01/04/2015;490;BR-116/BA
VIA BAHIA;01/04/2015;658,5;BR-116/BA
VIA BAHIA;01/04/2015;815,3;BR-116/BA
VIA BAHIA;01/04/2015;621,2;BR-324/BA
VIA BAHIA;01/04/2015;518,2;BR-324/BA
VIA BAHIA;01/04/2015;796;BR-116/BA
VIA BAHIA;01/04/2015;530,1;BR-324/BA
VIA BAHIA;01/04/2015;536,8;BR-324/BA
VIA BAHIA;01/04/2015;643,6;BR-116/BA
VIA BAHIA;01/04/2015;449,1;BR-116/BA
VIA BAHIA;01/04/2015;526;BR-324/BA
VIA BAHIA;01/04/2015;1;BR-116/BA - ContSuFS
VIA BAHIA;02/04/2015;556,1;BR-116/BA
VIA BAHIA;02/04/2015;574;BR-324/BA
VIA BAHIA;02/04/2015;574,1;BR-324/BA
VIA BAHIA;02/04/2015;574,05;BR-324/BA
VIA BAHIA;02/04/2015;561,8;BR-324/BA
VIA BAHIA;02/04/2015;561,8;BR-324/BA
VIA BAHIA;02/04/2015;614;BR-324/BA
VIA BAHIA;02/04/2015;607,3;BR-324/BA
VIA BAHIA;02/04/2015;599;BR-324/BA
VIA BAHIA;02/04/2015;520;BR-324/BA
VIA BAHIA;02/04/2015;579,9;BR-324/BA
VIA BAHIA;02/04/2015;699,9;BR-116/BA
VIA BAHIA;02/04/2015;581,1;BR-324/BA
VIA BAHIA;02/04/2015;597;BR-324/BA
VIA BAHIA;02/04/2015;612;BR-324/BA
VIA BAHIA;02/04/2015;609;BR-324/BA
VIA BAHIA;02/04/2015;552;BR-324/BA
VIA BAHIA;02/04/2015;612;BR-324/BA
VIA BAHIA;02/04/2015;700,8;BR-116/BA
VIA BAHIA;02/04/2015;547;BR-324/BA
VIA BAHIA;02/04/2015;613;BR-324/BA
VIA BAHIA;03/04/2015;554,2;BR-324/BA
VIA BAHIA;03/04/2015;554,2;BR-324/BA
VIA BAHIA;03/04/2015;593;BR-324/BA
VIA BAHIA;03/04/2015;543;BR-324/BA
VIA BAHIA;03/04/2015;523;BR-324/BA
VIA BAHIA;03/04/2015;463,05;BR-116/BA
VIA BAHIA;03/04/2015;610,1;BR-324/BA
VIA BAHIA;03/04/2015;910;BR-116/BA
VIA BAHIA;03/04/2015;621,2;BR-324/BA
VIA BAHIA;03/04/2015;586;BR-324/BA
VIA BAHIA;04/04/2015;593,2;BR-324/BA
VIA BAHIA;04/04/2015;540;BR-324/BA
VIA BAHIA;04/04/2015;606;BR-324/BA
VIA BAHIA;04/04/2015;625;BR-324/BA
VIA BAHIA;05/04/2015;820,8;BR-116/BA
VIA BAHIA;05/04/2015;616;BR-324/BA
VIA BAHIA;05/04/2015;559,2;BR-324/BA
VIA BAHIA;05/04/2015;589,5;BR-324/BA
VIA BAHIA;05/04/2015;6,5;BR-116/BA - ContSuFS
VIA BAHIA;05/04/2015;1,8;BR-116/BA - ContSuFS
VIA BAHIA;05/04/2015;551,2;BR-324/BA
VIA BAHIA;05/04/2015;547,3;BR-324/BA
VIA BAHIA;05/04/2015;568,2;BR-324/BA
VIA BAHIA;05/04/2015;578;BR-324/BA
VIA BAHIA;05/04/2015;540,1;BR-324/BA
VIA BAHIA;05/04/2015;568;BR-324/BA
VIA BAHIA;05/04/2015;568;BR-324/BA
VIA BAHIA;05/04/2015;540,4;BR-116/BA
VIA BAHIA;05/04/2015;620;BR-324/BA
VIA BAHIA;05/04/2015;539;BR-324/BA
VIA BAHIA;06/04/2015;432;BR-116/BA
VIA BAHIA;06/04/2015;566;BR-324/BA
VIA BAHIA;06/04/2015;563,4;BR-324/BA
VIA BAHIA;06/04/2015;563;BR-324/BA
VIA BAHIA;06/04/2015;607;BR-324/BA
VIA BAHIA;06/04/2015;601,2;BR-324/BA
VIA BAHIA;06/04/2015;665,05;BR-116/BA
VIA BAHIA;06/04/2015;566,1;BR-324/BA
VIA BAHIA;06/04/2015;448,7;BR-116/BA
VIA BAHIA;06/04/2015;562,6;BR-324/BA
VIA BAHIA;06/04/2015;624;BR-324/BA
VIA BAHIA;06/04/2015;559,6;BR-324/BA
VIA BAHIA;06/04/2015;537;BR-324/BA
VIA BAHIA;06/04/2015;6;BR-116/BA - ContSuFS
VIA BAHIA;06/04/2015;618,8;BR-324/BA
VIA BAHIA;06/04/2015;618,8;BR-324/BA
VIA BAHIA;06/04/2015;831,3;BR-116/BA
VIA BAHIA;06/04/2015;608;BR-324/BA
VIA BAHIA;06/04/2015;580;BR-324/BA
VIA BAHIA;07/04/2015;815;BR-116/BA
VIA BAHIA;07/04/2015;659,4;BR-116/BA
VIA BAHIA;07/04/2015;527,8;BR-324/BA
VIA BAHIA;07/04/2015;527,1;BR-324/BA
VIA BAHIA;07/04/2015;607;BR-324/BA
VIA BAHIA;07/04/2015;574;BR-116/BA
VIA BAHIA;07/04/2015;642;BR-116/BA
VIA BAHIA;07/04/2015;611;BR-116/BA
VIA BAHIA;08/04/2015;439,2;BR-116/BA
VIA BAHIA;08/04/2015;606,9;BR-324/BA
VIA BAHIA;08/04/2015;5,1;BA-526
VIA BAHIA;08/04/2015;909;BR-116/BA
VIA BAHIA;08/04/2015;561,5;BR-324/BA
VIA BAHIA;09/04/2015;543,1;BR-324/BA
VIA BAHIA;09/04/2015;609,5;BR-324/BA
VIA BAHIA;09/04/2015;546,2;BR-324/BA
VIA BAHIA;09/04/2015;587,6;BR-324/BA
VIA BAHIA;09/04/2015;538,1;BR-324/BA
VIA BAHIA;09/04/2015;606,2;BR-324/BA
VIA BAHIA;09/04/2015;543,2;BR-324/BA
VIA BAHIA;09/04/2015;619;BR-324/BA
VIA BAHIA;09/04/2015;559;BR-324/BA
VIA BAHIA;09/04/2015;545;BR-324/BA
VIA BAHIA;09/04/2015;427,5;BR-116/BA
VIA BAHIA;09/04/2015;599;BR-324/BA
VIA BAHIA;09/04/2015;789,5;BR-116/BA
VIA BAHIA;09/04/2015;547;BR-324/BA
VIA BAHIA;09/04/2015;921,5;BR-116/BA
VIA BAHIA;10/04/2015;860,3;BR-116/BA
VIA BAHIA;10/04/2015;500,1;BR-116/BA
VIA BAHIA;10/04/2015;593;BR-324/BA
VIA BAHIA;10/04/2015;601,1;BR-324/BA
VIA BAHIA;10/04/2015;572,2;BR-324/BA
VIA BAHIA;10/04/2015;533,6;BR-324/BA
VIA BAHIA;10/04/2015;559,6;BR-324/BA
VIA BAHIA;10/04/2015;577,3;BR-324/BA
VIA BAHIA;10/04/2015;433,4;BR-116/BA
VIA BAHIA;10/04/2015;828;BR-116/BA
VIA BAHIA;10/04/2015;5,2;BA-526
VIA BAHIA;10/04/2015;623;BR-324/BA
VIA BAHIA;10/04/2015;563,5;BR-324/BA
VIA BAHIA;10/04/2015;519,5;BR-324/BA
VIA BAHIA;10/04/2015;534,2;BR-324/BA
VIA BAHIA;10/04/2015;527;BR-324/BA
VIA BAHIA;10/04/2015;580;BR-324/BA
VIA BAHIA;10/04/2015;900;BR-116/BA
VIA BAHIA;10/04/2015;574;BR-324/BA
VIA BAHIA;10/04/2015;457,2;BR-116/BA
VIA BAHIA;10/04/2015;438,1;BR-116/BA
VIA BAHIA;11/04/2015;439,5;BR-116/BA
VIA BAHIA;11/04/2015;616,9;BR-324/BA
VIA BAHIA;11/04/2015;506,05;BR-116/BA
VIA BAHIA;11/04/2015;616,3;BR-324/BA
VIA BAHIA;11/04/2015;786;BR-116/BA
VIA BAHIA;11/04/2015;829;BR-116/BA
VIA BAHIA;11/04/2015;13;BR-116/BA - Cont VC
